composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Beethoven,2.59179,2.3004,52.9101,3/4,1803,1.43537
Beethoven,2.70523,2.88551,68.8889,3/4,1803,1.57662
Bach,2.33306,3.1227,15.1515,3/4,1708,0.987693
Beethoven,2.16222,2.69866,40,3/4,1803,1.45915
Beethoven,2.48846,2.87603,40.5797,3/4,1803,0.979869
Beethoven,2.53217,2.685,14.8148,3/4,1803,0.548954
Beethoven,2.18155,2.92585,15.8974,3/4,1803,1.09491
Beethoven,2.76765,2.78875,88.7175,2/4,1803,1.99108
Beethoven,2.60056,3.03832,60.313,2/4,1803,1.97628
Beethoven,2.61058,2.89629,33.929,2/4,1803,1.61719
Beethoven,2.04879,2.57782,42.4242,2/4,1803,1.5511
Beethoven,2.33731,2.5472,16.2907,3/4,1803,1.15678
Beethoven,2.42113,2.12113,72.7273,3/4,1803,1.29574
Beethoven,2.69802,2.48693,22.7778,2/4,1803,0.811278
Beethoven,2.4771,2.61043,67,2/4,1803,1.93472
Beethoven,2.40431,2.66904,89.648,2/4,1803,1.61857
Beethoven,2.66958,3.12409,38.0952,2/4,1803,0.391244
Beethoven,2.87818,2.90614,28.7179,2/2,1806,1.76596
Beethoven,2.88205,2.70675,13.9676,2/2,1806,0.491237
Beethoven,2.72888,2.56489,10.5263,2/2,1806,0.970951
Beethoven,2.37096,2.82706,31.25,2/2,1806,0.672295
Beethoven,2.72722,2.47722,58.836,2/2,1806,1.67674
Bach,2.97277,2.84975,13.3333,6/8,1708,0.706274
Beethoven,2.16387,3.08418,45.164,3/4,1806,2.18004
Beethoven,2.34585,2.71929,16.6667,3/4,1806,0.865857
Beethoven,2.2374,2.66123,79.0476,3/4,1806,2.17095
Beethoven,2.87951,2.77424,6.66667,3/4,1806,0.970951
Beethoven,2.37135,2.67341,73.7255,3/4,1806,1.71776
Beethoven,2.40667,2.4956,72.2222,2/4,1806,1.22439
Beethoven,2.90005,2.75506,7.69231,2/4,1806,0.371232
Beethoven,2.37456,2.38043,52.7778,2/4,1807,0.845351
Beethoven,2.21702,1.87025,31.1111,2/4,1807,1
Beethoven,2.7941,2.89542,5.55556,2/4,1807,0.235193
Beethoven,2.59789,2.65381,4.16667,2/4,1807,0.322757
Beethoven,3.15164,3.03485,107.075,3/8,1807,1.41713
Beethoven,2.50512,2.95915,79.8336,3/8,1807,1.97494
Beethoven,2.6037,2.66596,41.7778,3/8,1807,1.06128
Beethoven,2.75249,2.6121,56,3/4,1807,1.36631
Beethoven,1.90053,1.57845,46.6667,3/4,1807,0.811278
Beethoven,2.77002,2.88385,11.0145,3/4,1807,1.20691
Bach,3.03655,2.59771,28.0702,4/4,1708,1.43537
Beethoven,2.58645,2.57064,67.4236,4/4,1807,1.8011
Beethoven,2.57917,2.25,115.732,4/4,1807,2.23226
Beethoven,2.58044,2.95051,52.5959,4/4,1807,0.959196
Beethoven,2.45503,2.85751,31.4815,4/4,1807,0.913283
Beethoven,2.6416,2.26078,53.508,4/4,1807,1.6645
Beethoven,2.85554,2.52469,41.4286,4/4,1807,1.21553
Beethoven,2.56596,2.76596,25.3968,2/4,1808,1.15894
Beethoven,1.98275,2.50884,55.4497,2/4,1808,1.46276
Beethoven,1.93012,2.7899,26.6667,2/4,1808,0.845351
Beethoven,2.30093,2.2462,52.4378,12/8,1808,1.5727
Beethoven,2.59548,2.98009,42.8095,12/8,1808,1.49454
Beethoven,2.56185,2.76676,33.7255,12/8,1808,1.05402
Beethoven,2.79901,2.58847,50.1961,12/8,1808,1.16744
Beethoven,2.84145,2.70453,16,3/4,1808,0.515947
Beethoven,2.75429,2.57819,20.3509,3/4,1808,0.921928
Beethoven,1.87419,2.46855,69.072,3/4,1808,1.9656
Beethoven,2.43559,2.61259,36.8627,3/4,1808,0.699858
Beethoven,2.37666,2.71484,59.974,2/4,1808,1.97189
Bach,2.93869,3.15908,24.2424,4/4,1707,0.965636
Beethoven,2.76596,3.10869,29.7436,4/4,1808,0.954434
Beethoven,2.62352,2.77736,16.6667,4/4,1808,0.865857
Beethoven,2.58846,2.50687,74.5833,6/8,1808,1.57154
Beethoven,2.84237,2.4956,46.6667,6/8,1808,1.43537
Beethoven,2.51579,2.53049,61.9048,6/8,1808,0.996792
Beethoven,2.28802,1.95236,53.824,4/4,1811,1.9183
Beethoven,2.6631,2.28845,56.0544,4/4,1811,1.69222
Beethoven,2.26598,2.92774,77.6176,6/8,1811,2.47307
Beethoven,2.64208,2.52729,65.9259,6/8,1811,2.0632
Beethoven,2.44286,2.8065,72.381,6/8,1811,0.997503
Beethoven,2.66763,2.51897,75.4622,6/8,1811,1.9593
Beethoven,1.49563,1.69825,29.6296,2/4,1811,0.981941
Beethoven,2.23122,2.59694,29.6296,2/4,1811,0.981941
Beethoven,2.2798,2.53152,56.0242,2/4,1811,1.93743
Beethoven,2.47327,2.56888,19.0476,2/4,1811,0.322757
Beethoven,2.92268,2.89215,20.3704,3/4,1811,1.11552
Beethoven,2.38684,2.48017,70.6572,3/4,1811,1.2789
Beethoven,2.53112,2.61925,29.3996,2/4,1811,1.09543
Beethoven,1.73876,2.7037,11.9048,2/4,1811,0.699843
Chadwick,2.34572,2.46924,30.5556,2/2,1908,1.35203
Chadwick,2.37025,2.68293,43.619,2/2,1908,1.3411
Chadwick,2.80411,2.88798,57.1055,2/2,1908,1.78548
Chadwick,2.44643,2.48229,55.5556,3/4,1908,2.12661
Chávez,1.9985,2.56158,9.52381,3/4,1937,0.439497
Chávez,2.13797,2.55856,32.1542,3/4,1937,1.08893
Chávez,2.56942,2.9339,46.6234,4/4,1937,1.24151
Chávez,2.18396,2.93004,43.8095,2/4,1937,0.995727
Chávez,2.04684,2.27215,14.0351,5/8 2/4 5/8 2/4,1935,0.468996
Chávez,2.64127,2.51642,23.8095,3/2,1935,0.797327
Chávez,2.68535,2.22387,21.1033,2/4,1935,1.17301
Chávez,2.40998,2.48094,67.2727,3/4,1935,1.4183
Chávez,2.33671,1.88276,19.2,6/8,1935,0.892995
Chopin,2.98709,3.04638,30.0733,6/4,1831,0.936667
Chopin,2.57782,2.65564,88.1962,6/4,1831,2.08496
Chopin,2.56096,2.53935,67.5556,6/8,1836,1.80242
Chopin,2.64264,2.9425,40.1681,6/8,1840,1.55773
Chopin,2.9656,2.92742,42.5926,6/8,1840,0
Chopin,3.01574,3.03234,28.8,6/8,1842,1.04975
Chopin,3.30869,2.96596,20.8163,12/8,1845,0.951994
Chopin,2.60624,2.68925,15.1515,6/8,1843,0.816689
Chopin,2.75506,2.33926,38.0952,3/4,1830,1.82282
Chopin,2.60161,3.0037,38.8571,3/4,1830,1.56931
Chopin,1.88509,2.82059,26.3736,3/4,1830,1.26381
Chopin,1.77356,2.60624,83.0848,4/4,1830,2.40401
Chopin,2.87951,2.44452,58.3673,4/4,1830,2.15591
Chopin,3.2469,2.97084,25.1701,2/4,1830,1.12164
Chopin,2.4609,2.70453,38.9899,2/4,1830,1.31432
Chopin,2.41938,2.59412,79.7285,4/4,1829,2.32486
Chopin,2.68872,2.68872,22.963,4/4,1829,1.36096
Chopin,2.39624,2.85539,66.5873,4/4,1829,1.83659
Chopin,2.32193,2.84644,31.1111,3/4,1829,0.896038
Chopin,2.66123,2.60316,54.8845,3/4,1829,1.57095
Chopin,2.72322,2.61135,93.0159,2/4,1826,1.16256
Chopin,2.72722,2.57782,41.5312,2/4,1826,1.28705
Chopin,2.41099,2.83009,51.1111,2/4,1830,1.28002
Chopin,2.7719,2.60985,91.4104,6/8,1830,2.08496
Chopin,3.05656,3.05656,5.55556,6/8,1830,0.391244
Chopin,2.20183,2.3581,3.52941,4/4,1830,0.187176
Chopin,3.14923,2.55569,69.6947,4/4,1830,1.66795
Chopin,2.8402,2.85646,25.5952,6/8,1830,0.297472
Chopin,2.774,2.72264,124.35,4/4,1830,1.93382
Chopin,2.60624,2.54926,8.33396,4/4,1836,0.391244
Chopin,2.42334,2.40665,47.4074,3/4,1836,1.16744
Chopin,2.80082,2.46325,8.33333,4/4,1836,0
Chopin,2.51006,2.57559,27.7778,3/4,1836,0.77935
Chopin,2.59491,2.97057,71.4854,3/4,1836,2.10219
Chopin,1.57366,3.42268,4.76226,4/4,1836,0.266765
Cannabich,3.09736,3.21906,42.8571,4/4,1766,0.929364
Chopin,2.14179,1.60045,46.4762,4/4,1836,1.54879
Chopin,2.31128,2.90564,86.8078,4/4,1841,1.77586
Chopin,3.04644,2.90869,33.5043,4/4,1841,1.37928
Chopin,2.68163,3.32748,25.1205,4/4,1841,1.64773
Chopin,3.08418,2.98418,51.2821,3/4,1841,1.36631
Cannabich,2.4507,2.67908,33.8847,4/4,1766,1.35678
Chopin,2.77302,3.25869,23.0692,4/4,1837,1.7121
Chopin,2.18155,2.79479,34.5782,4/4,1837,1.87025
Chopin,2.51855,2.68008,25.4902,2/2,1839,0.921928
Chopin,2.34326,2.63129,49.2328,2/2,1835,2.10391
Chopin,2.98604,3.03559,63.4299,3/4,1830,2.2383
Chopin,2.52752,2.95011,68.0859,3/4,1831,1.7081
Chopin,2.60811,2.66017,50.7127,3/4,1831,2.32428
Chopin,2.70613,3.09524,30.5685,3/4,1831,1.88792
Chopin,2.72291,2.71346,69.7405,3/4,1831,1.93366
Cannabich,2.88679,2.84438,38.45,3/4,1766,1.84008
Chopin,2.49954,2.82059,68.5489,3/4,1832,2.35275
Chopin,3.04491,2.97629,76.3889,3/4,1832,2.02161
Chopin,2.65975,2.84286,15.6538,3/4,1832,1.38443
Chopin,2.55283,2.51213,50.6667,3/4,1832,2.15564
Chopin,2.53416,3.12165,49.0215,3/4,1836,1.7863
Chopin,2.51937,2.93291,59.1404,3/4,1836,1.9419
Chopin,2.36163,2.92417,29.5247,3/4,1837,1.70562
Chopin,2.5172,2.68128,75.0794,3/4,1837,2.4478
Chopin,2.86032,2.64979,66.2698,3/4,1837,1.37878
Chopin,2.52287,2.99663,57.3109,3/4,1839,1.86383
Cannabich,3.03087,2.71797,25.7576,2/2,1766,0.840491
Chopin,2.27966,2.87251,44.6499,3/4,1839,1.90488
Chopin,2.70356,3.0106,56.9075,3/4,1842,1.80776
Chopin,2.63618,3.23644,46.6667,3/4,1842,1.52296
Chopin,2.7875,2.95381,65.9944,3/4,1842,1.57262
Chopin,2.70523,2.76885,51.1688,3/4,1842,1.66918
Chopin,2.35461,2.65951,31.8841,3/4,1842,1
Chopin,2.58426,2.82059,48.2051,3/4,1845,1.37878
Chopin,2.80322,2.90849,35.792,3/4,1845,1.67514
Chopin,3.15417,3.00972,38.4314,3/4,1846,1.3093
Chopin,2.8152,2.77926,53.0159,3/4,1846,1.40564
Cannabich,2.58347,2.71327,44.5833,2/2,1766,1.46809
Chopin,2.6334,2.83374,32.2009,3/4,1835,2.02313
Chopin,3.04163,2.94639,27.1111,3/4,1849,1.2533
Chopin,2.80253,2.99229,37.9167,3/4,1835,1.71776
Chopin,2.30098,2.9425,26.6667,3/4,1849,1.41527
Chopin,3.29032,2.91402,63.8095,3/4,1827,1.82383
Chopin,3.13772,2.49621,79.3838,3/4,1827,2.19716
Chopin,2.71078,2.81634,21.3333,6/4,1830,1.19819
Chopin,2.2999,2.66353,39.4558,6/4,1830,1.90564
Chopin,2.8994,2.60222,71.1111,12/8,1830,1.49261
Chopin,2.66013,2.89542,65.3333,6/8,1830,1.19812
Chopin,2.18004,2.60222,48.1905,3/4,1830,1.67293
Chopin,2.875,2.60846,42.4074,2/4,1830,1.83524
Chopin,2.53661,2.60985,45.4545,3/4,1830,1.62581
Chopin,2.3899,2.65656,57.037,4/4,1835,1.61719
Chopin,3.10092,2.91044,72.7613,6/8,1835,1.9746
Chopin,2.7899,2.60624,64.6984,4/4,1836,1.95083
Chopin,2.63129,2.38043,29.3773,4/4,1836,1.52164
Chopin,2.35981,2.82059,56.3504,4/4,1838,2.1391
Chopin,3.09807,3.01786,65.4762,6/8,1839,1.68794
Chopin,2.83393,2.95006,48.9418,4/4,1841,1.67674
Chopin,2.85828,2.37744,62.3687,4/4,1841,2.07416
Chopin,2.61572,2.86659,5.12821,4/4,1841,0.749595
Chopin,2.28778,2.28778,68.8492,4/4,1843,1.76096
Chopin,2.49893,2.82258,59.1409,12/8,1843,1.48336
Chopin,2.46924,2.60985,14.2857,4/4,1846,0.836641
Chopin,2.60161,2.88418,49.9048,4/4,1846,1.50161
Chopin,2.79661,3.04638,63.873,4/4,1827,2.06025
Chopin,2.5244,2.72722,86.9841,6/8,1834,1.82307
Chopin,2.8559,2.94639,36.0204,3/4,1834,1.86383
Chopin,2.17652,3.08097,51.4495,3/4,1834,2.13141
Chopin,2.9152,2.76067,51.1091,3/4,1838,1.67582
Chopin,2.09486,2.20663,77.9541,3/4,1838,1.9183
Chopin,3.08604,2.80459,71.8275,3/4,1839,1.78432
Chopin,2.0153,2.79622,68.5714,3/4,1840,1.43537
Chopin,2.68309,2.69088,42.1517,3/4,1842,1.41669
Chopin,3.20888,2.67341,61.4526,3/4,1842,2.08838
Chopin,2.94928,2.77869,33.3306,2/8,1836,0.721928
Chopin,2.50469,2.28802,97.1067,2/2,1836,2.77736
Chopin,2.72162,2.48633,114.967,2/2,1836,2.4183
Chopin,2.34808,2.05068,109.321,2/2,1836,1.75272
Chopin,2.81642,2.37412,49.9773,3/4,1836,1.97175
Chopin,2.75,2.78064,63.3766,3/4,1836,1.79248
Chopin,2.41872,2.73451,100,4/4,1836,1
Chopin,1.74922,2.25163,65.4135,4/4,1836,1.5
Chopin,2.74387,2.63703,7.14286,6/8,1836,0.276195
Chopin,2.59579,2.16101,43.5119,6/4,1836,2.2133
Chopin,2.3028,2.80105,62.872,4/4,1836,2.69463
Chopin,2.61433,2.44002,14.8148,4/4,1836,0.286397
Chopin,2.68282,3.22018,4.32919,4/4,1836,0.845351
Chopin,2.9037,2.87095,27.7551,6/8,1836,1.0141
Chopin,2.94684,2.92552,29.0727,4/4,1836,0.921928
Chopin,3.15564,2.64737,3.70398,3/4,1836,0.222285
Chopin,2.33732,3.17469,52.3308,4/4,1836,1.37095
Chopin,2.87009,2.48089,64.4646,3/4,1836,2.24644
Chopin,2.53242,2.6023,81.1111,6/8,1836,1.295
Chopin,3.00369,2.83284,97.4405,6/8,1836,2.27796
Chopin,3.19076,2.89227,18.3333,3/4,1831,0.242292
Chopin,3.22258,2.94376,43.5408,3/4 3/4,1837,1.90014
Chopin,2.32193,2.28418,68.5666,3/4,1837,1.95083
Chopin,2.90195,3.02717,56.7166,3/4,1839,1.6494
Chopin,2.39275,2.81123,19.1667,3/4,1839,0.986427
Chopin,2.80869,2.57095,12.8205,3/4,1839,1.09491
Chopin,2.44644,2.29413,66.6667,3/4,1842,1.10331
Chopin,2.46855,2.58333,26.1905,3/4,1842,1.15894
Chopin,2.46132,2.19716,68.8889,3/4,1842,1.57095
Chopin,2.4116,2.87314,65.8095,4/4,1845,2.1867
Chopin,2.55143,2.58046,13.3333,3/4,1845,0.791858
Chopin,2.17404,2.46773,43.5897,3/4,1845,1.37878
Chopin,2.68402,2.9278,66.3889,3/2,1845,2.28802
Chopin,2.20969,2.90576,29.4505,4/4,1828,0.905587
Chopin,2.37496,2.87449,26.6667,3/4,1828,0.954434
Chopin,2.54418,2.25665,57.1429,2/2,1839,0.468996
Chopin,2.20267,2.11176,32.2222,2/2,1839,1.57662
Chopin,2.54685,2.30782,16.6667,3/4,1839,0.873981
Chopin,2.63846,2.54952,29.1667,3/4,1839,0.986427
Chopin,2.23892,1.72323,85.3968,4/4,1839,2.08496
Chopin,2.31567,2.83855,33.7778,4/4,1839,1.5
Chopin,2.82878,3.07923,45.6746,4/4,1844,2.10541
Chopin,3.06662,3.18639,47.1895,4/4,1844,1.78325
Chopin,2.52113,2.36387,90.2815,4/4,1844,2.32428
Chopin,2.9906,2.84436,6.31579,6/8,1844,0.286397
Chopin,3.20232,2.85222,24.4444,3/4,1831,1.02112
Chopin,3.20464,2.69675,60.1361,3/4,1831,1.73135
Chopin,2.56394,3.09373,24.7059,3/4,1835,1.35999
Chopin,2.61006,2.13535,41.3333,3/4,1835,1.29584
Chopin,2.69866,2.58689,80.4618,3/4,1835,2.4116
Chopin,1.93056,2.75741,77.6471,3/4,1831,0.918296
Chopin,2.77246,2.97598,38.8662,3/4,1831,2.10315
Chopin,3.00632,3.06697,32.8042,3/4,1838,1.02706
Chopin,3.12472,3.13818,64.9742,3/4,1840,2.27498
Chopin,3.16681,2.76718,37.8151,3/4,1846,1.46746
Chopin,2.954,2.76765,75.6868,3/4,1846,1.80776
Chopin,3.13589,3.30423,19.6825,3/4,1846,1.52271
Chopin,3.0503,2.80004,38.8889,3/4,1846,0.721928
Chopin,2.89644,2.84368,35.7159,3/4,1835,1.89732
Chopin,2.70869,2.74644,36.044,3/4,1835,1.06128
Chopin,2.65105,2.36221,36.2406,3/4,1835,1.67095
Chopin,2.76387,3.03321,13.3345,3/4,1833,1.45166
Chopin,2.14145,2.64145,95.0476,3/4,1833,2.12661
Chopin,2.70523,2.79465,37.7778,3/4,1841,1.19812
Chopin,2.58393,2.86309,49.3333,3/4,1829,1.32161
Chopin,2.90195,2.52628,30.5882,3/4,1830,1.22439
Chopin,2.37456,2.7719,45.3413,3/4,1830,1.95915
Chopin,2.35894,2.41592,56.2963,3/4,1829,1.96096
Clementi,2.34313,2.21078,14.6237,4/4,1820,1.24756
Clementi,2.85869,3.04888,30.3728,2/4,1820,2.00869
Clementi,2.58347,3.02928,13.3333,2/4,1820,1.11552
Clementi,2.45765,2.68145,29.8246,2/4,1820,1.02304
Clementi,3.08355,2.71779,39.5833,3/4,1821,1.15955
Clementi,2.84982,2.94837,24.6154,6/8,1821,1.0374
Clementi,2.54921,2.73985,38.0952,2/4,1821,1.38146
Clementi,2.6365,2.98666,39.2527,3/4,1784,1.98777
Clementi,2.66408,2.72323,17.3325,3/4,1784,1.323
Clementi,2.69382,3.09826,47.0952,2/4,1784,1.93743
Clementi,2.4495,2.83975,17.9487,3/8,1784,0.991076
Copland,2.94644,2.62821,45.4545,4/4 3/2 3/2 3/4 5/4,1945,1.19818
Copland,3.23989,2.63703,29.6651,4/4,1945,0.963746
Copland,2.71203,2.70114,40.6349,2/4 4/4 5/4 4/4,1945,1.49371
Copland,2.90759,2.88327,22.2222,4/4,1945,1.02112
Copland,2.35345,1.62561,46.9333,4/4,1945,1.50204
Copland,2.5067,2.6334,29.697,2/4,1945,1.16256
Copland,2.40435,2.63614,20.8333,3/4 4/4 3/4 2/4,1945,0.742488
Copland,2.4857,2.69678,32.6984,3/4,1938,1.90564
Copland,3.08377,2.64242,80.3361,3/4,1938,1.58496
Copland,2.70869,2.64145,25.3333,2/2,1938,1.19946
Copland,2.53661,2.37456,45.4545,2/2,1938,1.18872
Copland,2.30596,2.27982,48.4211,5/8 4/8 5/8,1938,1.14115
Copland,2.77942,2.7016,50.6667,3/4,1938,1.49111
Copland,2.55399,2.55399,90.5861,12/8,1938,2.50687
Copland,2.52896,2.96895,106.753,2/2,1938,2.04434
Copland,2.63372,2.48527,79.7418,4/4,1938,1.89135
Copland,2.59174,2.50282,68.3333,3/4,1938,1.77208
Copland,2.78604,2.5656,56.6667,7/8 3/4 4/4,1927,0.764114
Copland,2.55698,3.2037,19.0476,4/4,1927,0.529361
Copland,2.67674,2.58847,39.4558,4/4,1927,0.944489
Copland,2.57356,2.68925,90.6667,4/4,1927,1.95006
Copland,2.62468,2.11354,54.8718,4/4 3/4,1927,1.64571
Copland,2.96583,2.69536,63.4921,4/4,1927,0.69129
Copland,2.88888,2.79327,70,3/4 4/4,1927,1.83692
Copland,2.4715,2.24413,63.5824,4/4 3/4 4/4,1932,2.01997
Copland,3.01955,2.24111,38.8889,2/2,1932,1.32116
Copland,2.03693,3.09869,51.2281,2/2,1932,1.29546
Copland,2.37564,2.42717,29.5833,2/2,1932,1.36556
Copland,3.00092,2.96498,62.6573,3/4,1932,2.27178
Copland,1.99518,2.6206,89.3356,3/4,1932,1.92612
Copland,2.46695,2.4851,42.1053,5/4 3/8 3/4 3/8,1932,0.918296
Copland,2.55283,2.39046,31.746,6/8,1932,0.918296
Copland,2.50745,2.36627,51.1154,2/4,1925,1.17451
Copland,3.01893,3.0703,50.8196,6/4 3/4 5/4 6/4,1925,1.66925
Copland,2.72322,2.67741,51.4286,5/8,1925,1.49554
Copland,2.69295,2.63929,31.5152,4/4,1925,1.09712
Copland,2.6301,2.84302,62.8571,4/4,1925,1.34707
Copland,2.52113,2.6037,42.5536,4/4,1925,1.68948
Copland,2.48818,2.74117,35.2814,3/8,1925,1.24151
Copland,2.86408,2.74647,59.6825,6/8 2/4,1925,1.59436
Copland,2.68592,3.15258,66.4884,4/4,1926,1.49869
Copland,2.70728,2.44641,37.619,8/8,1926,1.52219
Copland,3.07769,2.87363,41.5686,4/4,1923,1.39215
Copland,3.1004,2.75799,70.4762,4/4 3/4 4/4 3/4 5/4,1930,1.81498
Copland,2.50637,2.11098,35.2632,3/4 4/4,1937,1.21834
Copland,2.49036,2.48875,15.3846,3/4,1937,0.849751
Copland,2.6621,2.67755,25.6,4/4,1937,1.42485
Copland,2.9082,2.99842,53.1852,4/4,1937,1.46347
Copland,3.53507,3.03974,10.5263,6/8,1937,0
Copland,2.86991,2.76615,59.5556,3/4,1937,1.90151
Copland,1.47649,1.78416,10.5263,6/8,1937,0.468996
Copland,2.47902,2.4017,25,6/8,1937,0.666578
Copland,2.99481,2.40127,52.8205,4/4 3/4 5/4,1959,1.19946
Copland,2.56003,2.43409,30.7692,3/4 5/4 3/4,1959,0.696212
Copland,2.90381,3.08123,12.6984,8/8,1959,0.684038
Copland,2.29664,2.35077,55.1136,8/8,1959,1.2389
Copland,2.57356,2.47291,39.5238,4/4,1928,1.49111
Cornelius,2.68548,3.09363,32.0097,3/4,1855,1.63397
Cornelius,2.24644,2.58418,71.7749,3/4,1855,1.95083
Cornelius,2.79882,3.0139,94.1497,3/4,1855,1.19819
Cui,2.36165,2.67624,38.4762,6/8,1893,1.64973
Cui,2.34918,3.05309,6.06061,6/8,1859,0.258019
Cui,2.54167,3.09613,20,6/8,1859,0
Cui,2.00745,2.68022,69.4737,6/8,1859,1.52193
Cui,2.83848,3.00792,39.8571,6/8,1859,0.353359
Chabrier,3.50422,2.58002,39.3162,2/4,1881,0.947169
Chabrier,2.7875,2.75799,68.8221,4/4,1881,1.64115
Chabrier,2.55103,2.89315,20.7692,2/4,1881,1.45502
Chabrier,2.23312,2.99076,12.1212,2/4,1881,0
Chabrier,3.13072,3.01307,24.6032,6/8,1881,1.84237
Chabrier,3.31472,2.73924,53.4632,9/16,1881,0.205593
Chabrier,2.83843,3.00152,45.1701,9/16,1881,1.81991
Chabrier,2.37209,2.39025,7.05128,3/8,1881,0.679365
Chabrier,2.61442,2.5244,59.9464,3/4,1887,2.50271
Chabrier,2.65367,2.89307,19.4444,3/4,1887,0.749595
Chabrier,3.10559,2.47044,25.0507,3/4,1887,0.892995
Chabrier,2.03915,2.0053,9.52381,3/4,1887,0.439497
Chabrier,2.55209,2.30675,65.1725,3/4,1887,1.50528
Chabrier,2.55284,2.25,59.1837,3/4,1887,1.45915
Chadwick,2.49088,2.56893,13.0303,6/4,1908,0.402179
Chadwick,2.55605,2.5153,69.8214,2/2,1908,2.1163
Dargomizhsky,1.87397,2.79633,2.38095,4/4,1856,0.216397
Debussy,2.39215,2.2902,50.3081,3/4,1910,1.44882
Debussy,2.54233,3.2211,58.5714,3/4,1910,1.15894
Debussy,1.82405,2.14928,56.8027,3/4,1909,1.80624
Debussy,2.26288,3.01342,84.1611,2/4,1909,2.17664
Debussy,1.84546,2.59353,47.7778,2/4,1909,1.55461
Debussy,2.14752,2.76099,54.8485,12/16,1909,1.2178
Debussy,2.55894,2.5384,53.7959,3/4,1910,1.64585
Debussy,2.64208,2.68872,22.2222,6/4,1910,0.309543
Debussy,2.9037,2.76596,51.2821,6/4,1910,1.70559
Dargomizhsky,2.56717,2.84276,44.2693,2/4,1856,2.07291
Debussy,2.47495,2.72472,66.3877,2/4,1910,1.58496
Debussy,2.90488,3.02282,9.09091,2/4,1910,0.675191
Debussy,2.43506,2.62505,55.3808,2/4,1912,2.3983
Debussy,2.88343,2.56373,63.811,3/4,1912,1.84237
Debussy,2.17777,2.77841,57.1556,2/4,1912,1.90231
Debussy,2.40309,2.39228,38.3333,3/4,1912,1.54515
Debussy,1.93998,2.32441,59.0909,9/8,1887,1.52623
Debussy,2.77646,2.69562,38.919,3/4,1887,1.93384
Debussy,3.11808,2.93172,89.5509,4/4,1887,2.3719
Debussy,2.60793,2.60701,45.9259,2/4,1887,1.06662
Dargomizhsky,2.84807,3.01893,25,6/8,1856,1.3411
Debussy,2.85135,2.63452,43.4781,4/4,1893,1.82274
Debussy,2.53062,2.60561,26.8672,4/4,1893,1.7136
Debussy,2.85539,2.4398,42.2044,4/4,1893,1.71997
Debussy,2.48346,2.78064,25.7916,6/8,1893,1.14012
Debussy,2.84535,3.02717,16.8889,6/8,1893,1.05294
Debussy,2.57438,2.86294,41.0667,6/8,1893,1.36039
Debussy,2.58046,2.85528,13.9968,3/8,1893,1.11552
Debussy,2.51162,2.63547,52.7595,3/8,1893,1.9814
Debussy,2.93988,3.12276,52.4444,2/2,1893,1.80161
Debussy,3.15357,2.53337,70.8064,2/4,1901,2.82218
Debussy,3.08605,3.04753,58.5058,9/8,1892,2.31209
Debussy,2.20044,2.74314,18.1781,6/8,1901,1.46048
Debussy,2.39885,2.41416,52.8773,6/8,1901,2.41309
Debussy,2.48289,2.58393,77.7478,4/4,1911,2.0924
Debussy,2.92323,3.10689,25.5892,2/4,1911,1.0958
Debussy,2.68001,2.69835,50.6444,4/4,1890,2.1106
Debussy,2.52949,2.16513,26.6677,4/4,1890,1.19946
Debussy,2.87508,2.76935,39.9378,3/4,1916,1.97628
Debussy,2.48318,2.67463,9.82456,2/4,1916,0.921928
Debussy,2.5343,2.63947,2.22222,2/4,1916,0.205593
Debussy,3.15727,3.15727,97.3256,2/4,1916,1.9072
Debussy,2.62821,2.82821,63.0303,3/4,1892,1.56281
Debussy,1.76082,2.92417,14.4928,9/16,1916,0.49715
Debussy,2.29692,2.8212,15.6583,4/4,1890,0.547553
Debussy,2.0225,2.85177,23.191,3/4,1890,1.15822
Debussy,2.65951,2.86481,23.7681,3/4,1890,1.28067
Debussy,2.76374,2.90219,47.7529,9/8,1890,1.26354
Debussy,2.78993,2.78993,68.5034,9/8,1890,1.75748
Debussy,2.35887,2.9037,53.5531,4/4,1890,1.56281
Debussy,2.39198,2.36779,32.5,4/4,1890,1.26393
Debussy,2.90636,2.69753,57.4074,3/4,1890,1.23619
Debussy,2.62322,2.93321,20.6357,4/4,1888,1.32161
Debussy,2.62215,2.86253,49.8568,4/4,1888,1.66925
Debussy,2.84419,2.87513,33.6701,4/4,1888,1.42557
Delius,2.22219,2.22219,52,4/4,1896,1.9183
Delius,2.46451,1.81388,25.9184,4/4,1896,1.3732
Debussy,2.62093,3.09395,16.558,4/4,1888,0.830602
Debussy,2.27626,2.50862,31.8841,4/4,1890,0.811278
Debussy,2.2391,2.71078,52.8205,4/4,1890,1.53291
Dett,1.9542,2.93004,17.3913,2/4,1913,0.591673
Dett,2.97652,2.73003,29.2335,2/4 2/4,1913,1.23639
Diamond,2.44145,2.62821,45.641,2/2,1944,1.33827
Diamond,2.80761,2.53078,40.9662,2/2,1944,1.24151
Diamond,3.02206,2.53832,53.8462,3/4 4/4 3/4,1944,0.954434
Diamond,2.73291,2.35591,55.5026,4/4,1944,1.14966
Diamond,3.10113,2.75792,36.0952,4/4 5/4 4/4,1944,1.68582
Dinicu,2.58148,3.07454,15.8413,2/4,1906,1.24865
Debussy,2.48048,2.16596,43.8095,2/2,1906,1.64022
